Frequency (Hz)	Level (dB)
602.929688	-36.730225
603.602600	-36.715927
604.275513	-36.701485
604.948425	-36.686939
605.621338	-36.672276
606.294250	-36.657539
606.967163	-36.642662
607.640076	-36.627701
608.312988	-36.612682
608.985901	-36.597572
609.658813	-36.582386
610.331726	-36.567123
611.004639	-36.551781
611.677551	-36.536407
612.350464	-36.521023
613.023376	-36.505527
613.696289	-36.490002
614.369202	-36.474438
615.042114	-36.458866
615.715027	-36.443249
616.387939	-36.427620
617.060852	-36.411964
617.733765	-36.396301
618.406677	-36.380627
619.079590	-36.364933
619.752502	-36.349266
620.425415	-36.333569
621.098328	-36.317905
621.771240	-36.302273
622.444153	-36.286636
623.117065	-36.271011
623.789978	-36.255444
624.462891	-36.239887
625.135803	-36.224346
625.808716	-36.208862
626.481628	-36.193409
627.154541	-36.177982
627.827454	-36.162601
628.500366	-36.147293
629.173279	-36.132034
629.846191	-36.116852
630.519104	-36.101711
631.192017	-36.086624
631.864929	-36.071587
632.537842	-36.056644
633.210754	-36.041767
633.883667	-36.026947
634.556580	-36.012211
635.229492	-35.997570
635.902405	-35.982998
636.575317	-35.968513
637.248230	-35.954128
637.921143	-35.939804
638.594055	-35.925575
639.266968	-35.911442
639.939880	-35.897411
640.612793	-35.883484
641.285706	-35.869629
641.958618	-35.855881
642.631531	-35.842266
643.304443	-35.828743
643.977356	-35.815319
644.650269	-35.801991
645.323181	-35.788773
645.996094	-35.775688
646.669006	-35.762707
647.341919	-35.749855
648.014832	-35.737110
648.687744	-35.724476
649.360657	-35.711956
650.033569	-35.699566
650.706482	-35.687294
651.379395	-35.675156
652.052307	-35.663139
652.725220	-35.651237
653.398132	-35.639473
654.071045	-35.627831
654.743958	-35.616325
655.416870	-35.604942
656.089783	-35.593697
656.762695	-35.582584
657.435608	-35.571609
658.108521	-35.560757
658.781433	-35.550030
659.454346	-35.539467
660.127258	-35.529057
660.800171	-35.518764
661.473083	-35.508587
662.145996	-35.498539
662.818909	-35.488655
663.491821	-35.478909
664.164734	-35.469307
664.837646	-35.459854
665.510559	-35.450542
666.183472	-35.441368
666.856384	-35.432320
667.529297	-35.423428
668.202209	-35.414684
668.875122	-35.406090
669.548035	-35.397644
670.220947	-35.389328
670.893860	-35.381165
671.566772	-35.373154
672.239685	-35.365280
672.912598	-35.357563
673.585510	-35.349979
674.258423	-35.342545
674.931335	-35.335262
675.604248	-35.328129
676.277161	-35.321163
676.950073	-35.314331
677.622986	-35.307629
678.295898	-35.301083
678.968811	-35.294704
679.641724	-35.288464
680.314636	-35.282379
680.987549	-35.276443
681.660461	-35.270649
682.333374	-35.265003
683.006287	-35.259514
683.679199	-35.254185
684.352112	-35.248993
685.025024	-35.243946
685.697937	-35.239052
686.370850	-35.234322
687.043762	-35.229736
687.716675	-35.225300
688.389587	-35.221004
689.062500	-35.216866
689.735413	-35.212872
690.408325	-35.209015
691.081238	-35.205311
691.754150	-35.201767
692.427063	-35.198376
693.099976	-35.195137
693.772888	-35.192051
694.445801	-35.189106
695.118713	-35.186306
695.791626	-35.183647
696.464539	-35.181152
697.137451	-35.178806
697.810364	-35.176605
698.483276	-35.174549
699.156189	-35.172642
699.829102	-35.170891
700.502014	-35.169289
701.174927	-35.167831
701.847839	-35.166512
702.520752	-35.165348
703.193665	-35.164337
703.866577	-35.163464
704.539490	-35.162727
705.212402	-35.162136
705.885315	-35.161701
706.558228	-35.161415
707.231140	-35.161274
707.904053	-35.161278
708.576965	-35.161434
709.249878	-35.161720
709.922791	-35.162140
710.595703	-35.162720
711.268616	-35.163456
711.941528	-35.164330
712.614441	-35.165352
713.287354	-35.166504
713.960266	-35.167786
714.633179	-35.169231
715.306091	-35.170815
715.979004	-35.172520
716.651917	-35.174389
717.324829	-35.176399
717.997742	-35.178547
718.670654	-35.180836
719.343567	-35.183262
720.016479	-35.185822
720.689392	-35.188530
721.362305	-35.191376
722.035217	-35.194359
722.708130	-35.197491
723.381042	-35.200752
724.053955	-35.204144
724.726868	-35.207684
725.399780	-35.211357
726.072693	-35.215157
726.745605	-35.219101
727.418518	-35.223194
728.091431	-35.227398
728.764343	-35.231731
729.437256	-35.236214
730.110168	-35.240829
730.783081	-35.245583
731.455994	-35.250484
732.128906	-35.255524
732.801819	-35.260685
733.474731	-35.265953
734.147644	-35.271362
734.820557	-35.276917
735.493469	-35.282593
736.166382	-35.288391
736.839294	-35.294327
737.512207	-35.300388
738.185120	-35.306591
738.858032	-35.312927
739.530945	-35.319382
740.203857	-35.325970
740.876770	-35.332684
741.549683	-35.339520
742.222595	-35.346478
742.895508	-35.353561
743.568420	-35.360783
744.241333	-35.368137
744.914246	-35.375610
745.587158	-35.383205
746.260071	-35.390923
746.932983	-35.398762
747.605896	-35.406727
748.278809	-35.414818
748.951721	-35.423027
749.624634	-35.431351
750.297546	-35.439785
750.970459	-35.448349
751.643372	-35.457050
752.316284	-35.465866
752.989197	-35.474808
753.662109	-35.483864
754.335022	-35.493015
755.007935	-35.502289
755.680847	-35.511696
756.353760	-35.521225
757.026672	-35.530853
757.699585	-35.540592
758.372498	-35.550449
759.045410	-35.560436
759.718323	-35.570534
760.391235	-35.580738
761.064148	-35.591057
761.737061	-35.601482
762.409973	-35.612030
763.082886	-35.622700
763.755798	-35.633476
764.428711	-35.644352
765.101624	-35.655338
765.774536	-35.666439
766.447449	-35.677631
767.120361	-35.688942
767.793274	-35.700375
768.466187	-35.711891
769.139099	-35.723518
769.812012	-35.735260
770.484924	-35.747105
771.157837	-35.759075
771.830750	-35.771133
772.503662	-35.783260
773.176575	-35.795517
773.849487	-35.807899
774.522400	-35.820381
775.195312	-35.832928
775.868225	-35.845577
776.541138	-35.858345
777.214050	-35.871208
777.886963	-35.884163
778.559875	-35.897221
779.232788	-35.910381
779.905701	-35.923634
780.578613	-35.936989
781.251526	-35.950432
781.924438	-35.963963
782.597351	-35.977592
783.270264	-35.991318
783.943176	-36.005142
784.616089	-36.019062
785.289001	-36.033058
785.961914	-36.047134
786.634827	-36.061325
787.307739	-36.075603
787.980652	-36.089951
788.653564	-36.104397
789.326477	-36.118923
789.999390	-36.133545
790.672302	-36.148254
791.345215	-36.163029
792.018127	-36.177895
792.691040	-36.192856
793.363953	-36.207897
794.036865	-36.223011
794.709778	-36.238216
795.382690	-36.253487
796.055603	-36.268841
796.728516	-36.284264
797.401428	-36.299763
798.074341	-36.315365
798.747253	-36.331032
799.420166	-36.346771
800.093079	-36.362606
800.765991	-36.378490
801.438904	-36.394432
802.111816	-36.410473
802.784729	-36.426571
803.457642	-36.442719
804.130554	-36.458961
804.803467	-36.475300
805.476379	-36.491680
806.149292	-36.508114
806.822205	-36.524620
807.495117	-36.541195
808.168030	-36.557823
808.840942	-36.574528
809.513855	-36.591263
810.186768	-36.608078
810.859680	-36.624977
811.532593	-36.641903
812.205505	-36.658890
812.878418	-36.675930
813.551331	-36.693050
814.224243	-36.710220
814.897156	-36.727417
815.570068	-36.744675
816.242981	-36.762005
816.915894	-36.779381
817.588806	-36.796810
818.261719	-36.814259
818.934631	-36.831760
819.607544	-36.849335
820.280457	-36.866928
820.953369	-36.884579
821.626282	-36.902264
822.299194	-36.919991
822.972107	-36.937763
823.645020	-36.955563
824.317932	-36.973412
824.990845	-36.991306
825.663757	-37.009235
826.336670	-37.027180
827.009583	-37.045174
827.682495	-37.063206
828.355408	-37.081242
829.028320	-37.099316
829.701233	-37.117424
