Frequency (Hz)	Level (dB)
447.486877	-51.508774
448.159790	-49.266365
448.832703	-50.138889
449.505615	-51.689655
450.178528	-49.897594
450.851440	-49.349770
451.524353	-52.894547
452.197266	-53.229641
452.870178	-48.446766
453.543091	-48.458134
454.216003	-54.773979
454.888916	-52.022274
455.561829	-51.757427
456.234741	-51.037949
456.907654	-49.896267
457.580566	-48.319099
458.253479	-47.343365
458.926392	-49.801182
459.599304	-51.295593
460.272217	-51.379040
460.945129	-51.458668
461.618042	-48.869869
462.290955	-49.096050
462.963867	-54.642460
463.636780	-47.635387
464.309692	-51.027874
464.982605	-49.906837
465.655518	-49.365482
466.328430	-50.638741
467.001343	-52.528694
467.674255	-51.099552
468.347168	-50.483349
469.020081	-51.609985
469.692993	-51.361130
470.365906	-50.012840
471.038818	-48.038303
471.711731	-48.649601
472.384644	-50.726913
473.057556	-54.518047
473.730469	-51.929913
474.403381	-52.531555
475.076294	-48.367455
475.749207	-48.406925
476.422119	-50.839100
477.095032	-51.978508
477.767944	-52.496994
478.440857	-51.072212
479.113770	-52.225506
479.786682	-51.791759
480.459595	-53.395554
481.132507	-49.131950
481.805420	-49.754539
482.478333	-49.078735
483.151245	-46.991390
483.824158	-49.412361
484.497070	-48.618210
485.169983	-52.984810
485.842896	-51.426693
486.515808	-50.742275
487.188721	-54.040665
487.861633	-54.068436
488.534546	-50.838963
489.207458	-50.086018
489.880371	-51.300419
490.553284	-52.424858
491.226196	-51.948051
491.899109	-53.294556
492.572021	-52.200745
493.244934	-49.849968
493.917847	-52.597961
494.590759	-50.369637
495.263672	-46.631783
495.936584	-49.522877
496.609497	-52.442928
497.282410	-51.377300
497.955322	-51.571281
498.628235	-50.138783
499.301147	-51.537136
499.974060	-51.797020
500.646973	-49.340302
501.319885	-48.412949
501.992798	-52.085548
502.665710	-51.256180
503.338623	-51.873154
504.011536	-52.865364
504.684448	-49.015335
505.357361	-51.765888
506.030273	-58.564625
506.703186	-52.513981
507.376099	-50.620384
508.049011	-51.136482
508.721924	-52.042629
509.394836	-49.963360
510.067749	-48.835545
510.740662	-50.350174
511.413574	-54.530560
512.086487	-54.057835
512.759399	-52.426491
513.432312	-49.494946
514.105225	-48.404758
514.778137	-52.375309
515.451050	-53.462688
516.123962	-52.569309
516.796875	-53.535473
517.469788	-49.602570
518.142700	-48.013065
518.815613	-51.591770
519.488525	-52.588978
520.161438	-52.503540
520.834351	-50.718735
521.507263	-49.948032
522.180176	-54.048470
522.853088	-50.730305
523.526001	-49.565048
524.198914	-49.709843
524.871826	-51.073135
525.544739	-53.944851
526.217651	-52.574734
526.890564	-52.996349
527.563477	-52.858768
528.236389	-49.758026
528.909302	-49.898521
529.582214	-51.043011
530.255127	-54.363533
530.928040	-56.479557
531.600952	-53.530342
532.273865	-53.195915
532.946777	-51.075134
533.619690	-51.358833
534.292603	-50.267498
534.965515	-50.275059
535.638428	-51.453320
536.311340	-52.445076
536.984253	-47.284920
537.657166	-53.576534
538.330078	-52.641220
539.002991	-51.040188
539.675903	-49.033138
540.348816	-53.883556
541.021729	-53.404186
541.694641	-51.182575
542.367554	-50.137459
543.040466	-50.719822
543.713379	-51.816353
544.386292	-53.496166
545.059204	-53.013485
545.732117	-55.146713
546.405029	-55.697491
547.077942	-55.363117
547.750854	-53.577316
548.423767	-51.315132
549.096680	-48.779453
549.769592	-47.851120
550.442505	-52.181412
551.115417	-55.063007
551.788330	-54.415474
552.461243	-51.147221
553.134155	-51.489151
553.807068	-52.494213
554.479980	-51.931232
555.152893	-52.460358
555.825806	-50.860622
556.498718	-49.641720
557.171631	-52.471748
557.844543	-51.830719
558.517456	-55.299088
559.190369	-49.687687
559.863281	-50.269588
560.536194	-52.787086
561.209106	-51.857201
561.882019	-52.363922
562.554932	-53.534065
563.227844	-54.408722
563.900757	-51.361866
564.573669	-49.971531
565.246582	-50.660801
565.919495	-54.031708
566.592407	-58.507641
567.265320	-54.703423
567.938232	-52.098988
568.611145	-51.297741
569.284058	-49.767040
569.956970	-50.900246
570.629883	-51.862495
571.302795	-55.372417
571.975708	-54.374611
572.648621	-51.104210
573.321533	-49.744007
573.994446	-54.271389
574.667358	-56.553421
575.340271	-51.985264
576.013184	-53.550583
576.686096	-51.293316
577.359009	-49.322460
578.031921	-54.480812
578.704834	-49.540478
579.377747	-48.597408
580.050659	-55.050739
580.723572	-54.051472
581.396484	-53.422855
582.069397	-52.355015
582.742310	-53.038723
583.415222	-52.987835
584.088135	-52.134686
584.761047	-51.069920
585.433960	-53.216698
586.106873	-52.730507
586.779785	-53.062893
587.452698	-55.568344
588.125610	-55.260056
588.798523	-54.392078
589.471436	-52.183712
590.144348	-50.735554
590.817261	-50.926537
591.490173	-52.708019
592.163086	-55.568333
592.835999	-50.765274
593.508911	-50.409695
594.181824	-53.438248
594.854736	-53.823372
595.527649	-53.270054
596.200562	-50.185497
596.873474	-50.581612
597.546387	-50.662903
598.219299	-53.758430
598.892212	-51.616806
599.565125	-51.360886
600.238037	-52.124649
600.910950	-51.392593
601.583862	-53.841637
602.256775	-57.928207
602.929688	-57.503223
603.602600	-54.831181
604.275513	-53.045509
604.948425	-54.194454
605.621338	-51.144775
606.294250	-49.681057
606.967163	-51.047680
607.640076	-53.767803
608.312988	-56.555294
608.985901	-57.491146
609.658813	-52.680218
610.331726	-51.776947
611.004639	-52.467121
611.677551	-53.837456
612.350464	-53.610550
613.023376	-50.527863
613.696289	-51.369114
614.369202	-53.044640
615.042114	-54.226776
615.715027	-52.384144
616.387939	-51.899403
617.060852	-53.509361
617.733765	-53.132751
618.406677	-51.007072
619.079590	-50.121777
619.752502	-52.871361
620.425415	-52.321629
621.098328	-53.329155
621.771240	-53.444679
622.444153	-51.757385
623.117065	-51.819912
623.789978	-55.374878
624.462891	-55.972530
625.135803	-54.753292
625.808716	-52.726238
626.481628	-51.639351
627.154541	-51.218220
627.827454	-52.535728
628.500366	-59.030567
629.173279	-57.984993
629.846191	-55.962265
630.519104	-52.532600
631.192017	-50.532822
631.864929	-51.766953
632.537842	-54.976692
633.210754	-52.875607
633.883667	-53.322411
634.556580	-53.801086
635.229492	-52.036514
635.902405	-54.514297
636.575317	-52.590809
637.248230	-56.599144
637.921143	-51.047344
638.594055	-49.858337
639.266968	-52.162140
639.939880	-54.252987
640.612793	-53.255714
641.285706	-49.753822
641.958618	-52.224731
642.631531	-52.658092
643.304443	-51.467655
643.977356	-54.151215
644.650269	-56.052620
645.323181	-57.762493
645.996094	-54.933372
646.669006	-54.630928
647.341919	-55.282635
648.014832	-56.774723
648.687744	-54.903503
649.360657	-51.227703
650.033569	-51.384838
650.706482	-56.386448
651.379395	-55.756119
652.052307	-51.672977
652.725220	-51.123592
653.398132	-54.814335
654.071045	-53.879448
654.743958	-55.498238
655.416870	-53.026161
656.089783	-52.328773
656.762695	-52.384911
657.435608	-52.320343
658.108521	-51.309292
658.781433	-52.441364
659.454346	-54.264442
660.127258	-52.696167
660.800171	-51.428459
661.473083	-52.868938
662.145996	-54.462978
662.818909	-54.554935
663.491821	-54.408020
664.164734	-55.793430
664.837646	-52.553341
665.510559	-51.123440
666.183472	-51.138760
666.856384	-54.597637
667.529297	-56.431133
668.202209	-56.740520
668.875122	-55.488529
669.548035	-56.663364
670.220947	-53.620224
670.893860	-52.355217
671.566772	-52.239155
672.239685	-53.061207
672.912598	-54.261402
673.585510	-52.725327
674.258423	-54.639229
674.931335	-55.009251
675.604248	-54.205509
676.277161	-52.790421
676.950073	-52.936253
677.622986	-56.641365
678.295898	-55.705643
678.968811	-54.526291
679.641724	-51.945461
680.314636	-51.897495
680.987549	-53.356850
681.660461	-49.308685
682.333374	-49.981838
683.006287	-57.454693
683.679199	-55.045406
684.352112	-56.615841
685.025024	-56.823338
685.697937	-54.456280
686.370850	-51.820370
687.043762	-51.925457
687.716675	-53.513176
688.389587	-54.706028
689.062500	-55.856678
689.735413	-56.492367
690.408325	-55.760769
691.081238	-54.507969
691.754150	-53.156601
692.427063	-52.656216
693.099976	-54.096672
693.772888	-54.763111
694.445801	-54.024586
695.118713	-54.196980
695.791626	-56.614677
696.464539	-54.563164
697.137451	-56.110069
697.810364	-53.276085
698.483276	-52.034618
699.156189	-53.679058
699.829102	-54.287525
700.502014	-55.367405
701.174927	-52.751797
701.847839	-51.827980
702.520752	-52.063389
703.193665	-53.190384
703.866577	-52.147270
704.539490	-51.760262
705.212402	-51.203011
705.885315	-51.761452
706.558228	-56.433254
707.231140	-56.494728
707.904053	-57.608612
708.576965	-56.563599
709.249878	-54.870148
709.922791	-56.275475
710.595703	-54.242615
711.268616	-54.155083
711.941528	-53.650303
712.614441	-55.857246
713.287354	-55.612282
713.960266	-55.293056
714.633179	-52.990913
715.306091	-57.588924
715.979004	-54.644108
716.651917	-52.103092
717.324829	-53.729546
717.997742	-55.046352
718.670654	-53.105354
719.343567	-54.312481
720.016479	-52.577808
720.689392	-52.005184
721.362305	-54.905300
722.035217	-56.729000
722.708130	-54.630871
723.381042	-57.542240
724.053955	-53.844891
724.726868	-52.784630
725.399780	-52.993931
726.072693	-53.551235
726.745605	-50.997326
727.418518	-55.148140
728.091431	-55.664673
728.764343	-51.759407
729.437256	-50.501831
730.110168	-55.112259
730.783081	-59.211208
731.455994	-59.185169
732.128906	-54.880001
732.801819	-55.495949
733.474731	-54.520985
734.147644	-52.173740
734.820557	-54.432415
735.493469	-57.664986
736.166382	-56.856609
736.839294	-56.752583
737.512207	-54.934883
738.185120	-54.970741
738.858032	-54.120167
739.530945	-53.852222
740.203857	-55.494408
740.876770	-58.119698
741.549683	-53.849998
742.222595	-53.833424
742.895508	-52.271484
743.568420	-53.011032
744.241333	-55.466572
744.914246	-55.693562
745.587158	-56.603752
746.260071	-52.957676
746.932983	-52.775105
747.605896	-53.403862
748.278809	-54.985073
748.951721	-53.043610
749.624634	-51.390694
750.297546	-52.227150
750.970459	-51.166897
751.643372	-55.502747
752.316284	-56.142963
752.989197	-57.048683
753.662109	-59.464546
754.335022	-59.019993
755.007935	-54.120491
755.680847	-54.059181
756.353760	-57.482365
757.026672	-54.831905
757.699585	-52.448086
758.372498	-53.880600
759.045410	-58.313343
759.718323	-58.066040
760.391235	-55.198292
761.064148	-56.056652
761.737061	-54.200836
762.409973	-56.615200
763.082886	-55.047134
763.755798	-56.146294
764.428711	-55.003525
765.101624	-54.422981
765.774536	-52.604183
766.447449	-52.858009
767.120361	-53.849720
767.793274	-57.795242
768.466187	-55.689625
769.139099	-54.275906
769.812012	-52.166649
770.484924	-51.826057
771.157837	-52.857307
771.830750	-53.151779
772.503662	-53.372585
773.176575	-55.276356
773.849487	-56.077969
774.522400	-54.901165
775.195312	-54.582455
775.868225	-54.283314
776.541138	-56.601204
777.214050	-56.583103
777.886963	-56.819901
778.559875	-55.900681
779.232788	-57.968533
779.905701	-55.253292
780.578613	-54.032600
781.251526	-54.015400
781.924438	-54.298512
782.597351	-57.787380
783.270264	-55.797832
783.943176	-52.895870
784.616089	-52.844833
785.289001	-54.652409
785.961914	-55.897255
786.634827	-55.294006
787.307739	-60.769115
787.980652	-55.920731
788.653564	-57.675049
789.326477	-54.649487
789.999390	-54.932926
790.672302	-55.942043
791.345215	-55.617298
792.018127	-55.653275
792.691040	-53.903782
793.363953	-50.487080
794.036865	-53.612091
794.709778	-55.028812
795.382690	-52.814003
796.055603	-53.583828
796.728516	-54.264595
797.401428	-54.939636
798.074341	-55.934147
798.747253	-53.771606
799.420166	-55.055710
800.093079	-54.410782
800.765991	-53.392788
801.438904	-57.335999
802.111816	-56.505341
802.784729	-59.171646
803.457642	-58.645081
804.130554	-55.866863
804.803467	-55.219055
805.476379	-58.399326
806.149292	-58.190937
806.822205	-56.108028
807.495117	-58.222363
808.168030	-54.598602
808.840942	-53.903744
809.513855	-52.427006
810.186768	-53.545849
810.859680	-57.100616
811.532593	-57.417080
812.205505	-57.599781
812.878418	-53.817116
813.551331	-54.739964
814.224243	-56.336689
814.897156	-55.164986
815.570068	-54.452679
816.242981	-54.950428
816.915894	-51.877789
817.588806	-53.504444
818.261719	-53.786228
818.934631	-53.711777
819.607544	-54.393818
820.280457	-54.164246
820.953369	-57.385235
821.626282	-56.929989
822.299194	-54.032921
822.972107	-53.225151
823.645020	-55.580967
824.317932	-56.632164
824.990845	-56.345055
825.663757	-56.744202
826.336670	-58.428032
827.009583	-60.219810
827.682495	-55.694614
828.355408	-53.489716
829.028320	-56.714684
829.701233	-59.350746
830.374146	-59.085468
831.047058	-56.740009
831.719971	-54.608917
832.392883	-55.162716
833.065796	-54.368496
833.738708	-54.979027
834.411621	-53.675285
835.084534	-61.020927
835.757446	-54.343540
836.430359	-54.009052
837.103271	-53.613655
837.776184	-54.144432
838.449097	-57.950729
839.122009	-57.236588
839.794922	-56.851662
840.467834	-55.840969
841.140747	-52.142685
841.813660	-52.162331
842.486572	-59.437565
843.159485	-56.213051
843.832397	-53.378132
844.505310	-54.332729
845.178223	-54.882420
845.851135	-53.905827
846.524048	-57.601955
847.196960	-55.529900
847.869873	-58.856888
848.542786	-55.556015
849.215698	-53.797451
849.888611	-57.656075
850.561523	-58.866993
851.234436	-60.436596
851.907349	-54.493362
